Country,Year,gdp_per_capita_usd,gdp_growth_pct,unemployment_rate_pct,interest_rate_pct,pension_assets_pct_gdp
South Korea,2022,34822.40484,2.727564567,2.857,2.125,29.454
South Korea,2023,35674.096,1.583014674,2.675,3.5,30.986
South Korea,2024,36238.63991,2.003611018,2.784,3.3958333333333335,31.841
South Korea,2025,NA,NA,NA,2.6041666666666665,NA
Spain,2010,30658.74223,0.094122312,19.86,4.250833333,12.477
Spain,2011,31824.62191,-0.639920637,21.39,5.44,12.485
Spain,2012,28456.44382,-2.865113686,24.789,5.845,13.201
Spain,2013,29228.84656,-1.427322248,26.094,4.561666667,14.113
Spain,2014,29707.76551,1.520485936,24.441,2.723333333,14.555
Spain,2015,25982.44162,4.060866725,22.057,1.735833333,14.198
Spain,2016,26755.60611,2.915155986,19.635,1.393333333,13.875
Spain,2017,28381.34256,2.896042079,17.224,1.555,13.495
Spain,2018,30602.42129,2.395411245,15.255,1.4225,12.485
Spain,2019,29786.52457,1.961178508,14.104,0.659166667,12.957
Spain,2020,27233.94265,-10.94007064,15.532,0.375,14.407
Spain,2021,30799.47759,6.683144205,14.914,0.348333333,13.9
Spain,2022,30319.49872,6.370317121,13.033,2.181666667,11.364
Spain,2023,33493.22254,2.460857968,12.179,3.476666667,10.881
Spain,2024,35326.76831,3.455254056,11.344,3.15,10.759
Spain,2025,NA,NA,NA,3.216666667,NA
Sweden,2010,52542.57591,5.750764776,8.61,2.893333333,52.903
Sweden,2011,60379.48146,3.163885674,7.804,2.605833333,59.899
Sweden,2012,57749.56154,-0.414397702,7.976,1.5925,65.901
Sweden,2013,60843.98888,1.137666718,8.052,2.120833333,67.449
Sweden,2014,59583.45845,2.295772388,7.954,1.72,74.889
Sweden,2015,51188.16521,4.388246736,7.432,0.719166667,74.643
Sweden,2016,51703.50883,2.131179147,6.99,0.54,80.304
Sweden,2017,53210.22333,1.88282185,6.718,0.615833333,90.683
Sweden,2018,54018.45544,1.770255355,6.365,-0.5,88.209
Sweden,2019,51648.98928,2.608230129,6.833,-0.25,99.887
Sweden,2020,52568.5727,-1.93379704,8.291,0,108.231
Sweden,2021,60647.54164,5.225864303,8.803,0,118.798
Sweden,2022,54836.89072,1.255436204,7.417,0.875,100.599
Sweden,2023,54950.28347,-0.204061305,7.611,3.5,107.686
Sweden,2024,57117.48774,0.820071807,8.306,3.5833333333333335,115.779
Sweden,2025,NA,NA,NA,2.0625,NA
Switzerland,2010,76531.37294,3.243397157,4.808,0.375,NA
Switzerland,2011,90476.75897,1.813108305,4.409,0.2708333333333333,NA
Switzerland,2012,85836.20768,1.179253853,4.491,0.125,NA
Switzerland,2013,87304.33058,1.792144007,4.747,0.125,123.622
Switzerland,2014,88724.99094,2.349881415,4.826,0.09375,130.871
Switzerland,2015,83806.4476,1.644627508,4.801,-0.75,132.564
Switzerland,2016,82153.07454,2.06868969,4.918,-0.75,136.348
Switzerland,2017,82254.37693,1.362799655,4.797,-0.75,145.697
Switzerland,2018,85217.36915,2.860445794,4.713,-0.75,138.204
Switzerland,2019,84121.93103,1.14198219,4.394,-0.75,155.341
Switzerland,2020,85897.78433,-2.14173712,4.817,-0.75,168.341
Switzerland,2021,93664.77367,5.559620206,5.013,-0.75,170.356
Switzerland,2022,94394.51068,3.04406103,4.122,-0.16666666666666666,152.432
Switzerland,2023,100623.5496,0.683328174,4.043,1.5625,158.282
Switzerland,2024,103998.1867,1.302333325,4.343,1.2708333333333333,166.933
Switzerland,2025,NA,NA,NA,0.14583333333333334,NA
Turkey,2010,10698.96994,8.542198485,11.881,6.791666666666667,2.213
Turkey,2011,11373.63558,10.97996253,9.784,6.041666666666667,3.812
Turkey,2012,11776.75934,4.807626966,9.21,5.729166666666667,3.403
Turkey,2013,12635.557,8.488256893,9.717,4.791666666666667,4.164
Turkey,2014,12209.38623,4.600794473,9.912,8.979166666666666,4.644
Turkey,2015,11064.64945,5.805573866,10.302,7.520833333333333,4.605
Turkey,2016,10984.36432,3.323665082,10.905,7.583333333333333,4.723
Turkey,2017,10756.38777,7.8258573,10.916,8,NA
Turkey,2018,9684.118199,3.468153061,10.958,15.770833333333334,NA
Turkey,2019,9395.23378,1.301623655,13.731,20,NA
Turkey,2020,8798.117917,1.803062471,13.155,10.5,NA
Turkey,2021,9981.763984,11.81109445,11.979,17.583333333333332,NA
Turkey,2022,10897.83979,5.441225113,10.432,12.625,2.857
Turkey,2023,13375.09473,5.045123698,9.354,20.666666666666668,2.8
Turkey,2024,15892.71573,3.327623089,8.711,48.958333333333336,2.815
Turkey,2025,NA,NA,NA,42.833333333333336,NA
United Kingdom,2010,39778.32205,2.260544609,7.973,0.5,71.231
United Kingdom,2011,42295.92738,0.851437739,8.195,0.5,73.378
United Kingdom,2012,42688.32637,1.528260347,8.279,0.5,79.363
United Kingdom,2013,43606.98379,1.718469613,7.752,0.5,80.617
United Kingdom,2014,47746.24218,3.160173515,6.398,0.5,79.147
United Kingdom,2015,45255.34492,2.1404056,5.552,0.5,80.244
United Kingdom,2016,41257.90855,2.206520206,4.909,0.3958333333333333,90.008
United Kingdom,2017,40916.81151,3.023222198,4.501,0.2916666666666667,94.288
United Kingdom,2018,43702.99763,1.551330951,4.145,0.6041666666666666,96.572
United Kingdom,2019,43158.74113,1.2562989979999999,3.657,0.75,107.215
United Kingdom,2020,40812.67947,-10.04789664,4.518,0.20833333333333334,124.257
United Kingdom,2021,47691.37688,8.543111845,4.864,0.1125,121.986
United Kingdom,2022,47057.04323,5.149703885,3.768,1.5416666666666667,82.839
United Kingdom,2023,49944.47021,0.271650048,4.025,4.729166666666667,78.464
United Kingdom,2024,53246.36761,1.126422671,4.361,5.104166666666667,78.448
United Kingdom,2025,NA,NA,NA,4.229166666666667,NA
United States,2010,48642.61002,2.695192577,9.633,3.214166667,119.426
United States,2011,50024.8688,1.564406858,8.949,2.785833333,116.26
United States,2012,51708.40116,2.289113387,8.069,1.8025,122.931
United States,2013,53179.01276,2.117830098,7.375,2.350833333,134.96
United States,2014,54973.42075,2.523819814,6.168,2.540833333,136.218
United States,2015,56572.9189,2.945550455,5.28,2.135833333,131.377
United States,2016,57638.10184,1.819451478,4.869,1.841666667,134.763
United States,2017,59635.09844,2.457622299,4.355,2.33,146.88
United States,2018,62499.87444,2.966505069,3.896,2.91,134.288
United States,2019,64746.45068,2.583825334,3.669,2.144166667,149.645
United States,2020,63515.94918,-2.16302914,8.055,0.894166667,169.412
United States,2021,70205.05092,6.055052932,5.349,1.403333333,170.575
United States,2022,76657.24888,2.51237532,3.65,1.8958333333333333,137.413
United States,2023,81032.26212,2.887556007,3.638,5.104166666666667,145.673
United States,2024,84534.04078,2.793001277,4.022,5.145833333333333,153.332
United States,2025,NA,NA,NA,4.208333333333333,NA
