Entity.ID,Entity.Name,Region
4578684,Raiffeisenbank Wyhl eG,Baden-Württemberg
4430009,Raiffeisenbank Zeller Land eG,Sachsen-Anhalt
4606039,Raiffeisenkasse Erbes-Büdesheim und Umgebung eG,Rheinland-Pfalz
4403884,Rheingauer Volksbank eG,Hessen
4399826,Rheinhessen Sparkasse,Rheinland-Pfalz
4413652,Rhön-Rennsteig-Sparkasse,Thüringen
4399931,Rottaler Volksbank-Raiffeisenbank eG,Bayern
4569796,Rüsselsheimer Volksbank eG,Niedersachsen
4403688,RV Bank Rhein-Haardt eG,Rheinland-Pfalz
4400791,Saalesparkasse,Sachsen-Anhalt
4562413,Salzlandsparkasse,Sachsen-Anhalt
4400869,Schleswiger Volksbank eG Volksbank Raiffeisenbank,Schleswig-Holstein
4576750,SG Equipment Finance GmbH,Nordrhein-Westfalen
4398888,SIGNAL IDUNA Bauspar Aktiengesellschaft,Hamburg
4618841,Spar- und Darlehnskasse Aegidienberg eG,Nordrhein-Westfalen
4628381,Spar- und Darlehnskasse Hoengen eG,Nordrhein-Westfalen
4618843,Spar- und Darlehnskasse Stockhausen eG,Hessen
4618845,Spar- und Kreditbank Bühlertal eG,Baden-Württemberg
4618561,Spar- und Kreditbank Dauchingen eG,Baden-Württemberg
4848836,Spar- und Kreditbank des Bundes Freier evangelischer Gemeinden eG,Nordrhein-Westfalen
4430010,Spar- und Kreditbank Rheinstetten eG,Baden-Württemberg
4395365,Sparda-Bank Augsburg eG,Bayern
4386868,Sparda-Bank Berlin eG,Berlin
4388547,Sparda-Bank Hannover eingetragene Genossenschaft,Niedersachsen
4387734,Sparda-Bank Hessen eG,Hessen
4386866,Sparda-Bank München eG,Bayern
4393816,Sparda-Bank Münster eG,Nordrhein-Westfalen
4256427,Sparda-Bank Nürnberg eG,Bayern
4394683,Sparda-Bank Ostbayern eG,Bayern
4245475,Sparda-Bank Südwest eG,Rheinland-Pfalz
4256424,Sparda-Bank West eG,Thüringen
4399715,Sparkasse Aachen,Nordrhein-Westfalen
4567265,Sparkasse Aichach-Schrobenhausen,Bayern
4400794,Sparkasse Allgäu,Bayern
4406023,Sparkasse Altenburger Land,Thüringen
4403618,Sparkasse Altmark West,Thüringen
4628675,Sparkasse Altötting-Mühldorf,Bayern
4394449,Sparkasse am Niederrhein,Nordrhein-Westfalen
4562524,Sparkasse Amberg-Sulzbach,Bayern
4538090,Sparkasse an der Lippe,Nordrhein-Westfalen
4431429,"Sparkasse an Ennepe und Ruhr - Zweckverbandssparkasse der Städte Gevelsberg, Ennepetal, Wetter (Ruhr",Nordrhein-Westfalen
4400712,Sparkasse Ansbach,Bayern
4405082,Sparkasse Arnstadt-Ilmenau,Thüringen
4562517,Sparkasse Aschaffenburg Miltenberg,Bayern
4400780,Sparkasse Aschaffenburg-Alzenau,Bayern
4404979,Sparkasse Attendorn-Lennestadt-Kirchhundem,Nordrhein-Westfalen
4394566,Sparkasse Aurich-Norden in Ostfriesland - Ostfriesische Sparkasse,Niedersachsen
4394694,Sparkasse Bad Hersfeld-Rotenburg,Hessen
4395271,Sparkasse Bad Kissingen,Niedersachsen
4405078,Sparkasse Bad Neustadt a. d. Saale,Rheinland-Pfalz
4567249,Sparkasse Bad Oeynhausen - Porta Westfalica,Nordrhein-Westfalen
4394601,Sparkasse Bad Tölz-Wolfratshausen,Niedersachsen
4394608,Sparkasse Baden-Baden Gaggenau,Baden-Württemberg
4278176,Sparkasse Bamberg,Bayern
4538200,Sparkasse Barnim,Brandenburg
4413605,Sparkasse Battenberg,Hessen
4562513,Sparkasse Bayreuth,Bayern
4399225,Sparkasse Beckum-Wadersloh,Nordrhein-Westfalen
4394829,Sparkasse Bensheim,Hessen
4399740,Sparkasse Berchtesgadener Land,Sachsen-Anhalt
4387123,Sparkasse Bielefeld,Nordrhein-Westfalen
4387732,Sparkasse Bochum,Nordrhein-Westfalen
4400795,Sparkasse Bodensee,Baden-Württemberg
4404003,Sparkasse Bonndorf-Stühlingen,Nordrhein-Westfalen
4413642,Sparkasse Borken-Schwalmstadt,Nordrhein-Westfalen
4398924,Sparkasse Bühl,Baden-Württemberg
4569805,Sparkasse Burbach-Neunkirchen,Saarland
4548591,Sparkasse Burgenlandkreis,Sachsen-Anhalt
4399830,Sparkasse Celle,Niedersachsen
4400722,Sparkasse Celle-Gifhorn-Wolfsburg,Niedersachsen
4400782,Sparkasse Chemnitz,Sachsen
4562403,Sparkasse Coburg - Lichtenfels,Bayern
4394471,Sparkasse Dachau,Bayern
4538195,Sparkasse Deggendorf,Bayern
4399202,Sparkasse der Homburgischen Gemeinden in Wiehl,Nordrhein-Westfalen
4538089,Sparkasse der Stadt Iserlohn,Nordrhein-Westfalen
4427360,Sparkasse der Stadt Straelen,Nordrhein-Westfalen
4538151,Sparkasse der Stadt Wilhelmshaven,Niedersachsen
4394484,Sparkasse Dieburg - Zweckverbandssparkasse,Hessen
4395289,Sparkasse Dillenburg,Hessen
4567174,Sparkasse Dillingen-Nördlingen,Saarland
4559195,Sparkasse Dinslaken-Voerde-Hünxe,Nordrhein-Westfalen
4403762,Sparkasse Donauwörth,Bayern
4395255,Sparkasse Donnersberg,Rheinland-Pfalz
4342378,Sparkasse Dortmund,Nordrhein-Westfalen
4248371,Sparkasse Duisburg,Nordrhein-Westfalen
4420300,Sparkasse Düren,Nordrhein-Westfalen
4567207,Sparkasse Eichstätt,Bayern
4403945,Sparkasse Einbeck,Niedersachsen
4567089,Sparkasse Elbe-Elster,Brandenburg
4398927,Sparkasse Elmshorn,Schleswig-Holstein
4569790,Sparkasse Emden,Niedersachsen
4394442,Sparkasse Emsland,Niedersachsen
4406018,Sparkasse Engen-Gottmadingen,Baden-Württemberg
4569934,Sparkasse Ennepetal-Breckerfeld,Nordrhein-Westfalen
4427463,Sparkasse Erwitte-Anröchte,Nordrhein-Westfalen
4245476,Sparkasse Essen,Nordrhein-Westfalen
4570004,Sparkasse Finnentrop,Nordrhein-Westfalen
4395178,Sparkasse Forchheim,Bayern
4387733,Sparkasse Freiburg - Nördlicher Breisgau,Baden-Württemberg
4567175,Sparkasse Freising Moosburg,Bayern
4567427,Sparkasse Freyung-Grafenau,Bayern
4429560,Sparkasse Fröndenberg,Nordrhein-Westfalen
4387090,Sparkasse Fulda,Hessen
4387094,Sparkasse Fürstenfeldbruck,Bayern
4400719,Sparkasse Fürth,Bayern
4399774,Sparkasse Gelsenkirchen,Nordrhein-Westfalen
4401506,Sparkasse Gengenbach,Baden-Württemberg
4394708,Sparkasse Gera-Greiz,Thüringen
4562544,Sparkasse Germersheim-Kandel,Rheinland-Pfalz
4428902,Sparkasse Geseke,Nordrhein-Westfalen
4394571,Sparkasse Gießen,Hessen
4395169,Sparkasse Goslar/Harz,Niedersachsen
4427133,Sparkasse Göttingen,Niedersachsen
4403905,Sparkasse Gronau,Nordrhein-Westfalen
4570001,Sparkasse Grünberg,Hessen
4395203,Sparkasse Gummersbach,Nordrhein-Westfalen
4399705,Sparkasse Günzburg-Krumbach,Bayern
4403437,Sparkasse Gütersloh-Rietberg-Versmold,Nordrhein-Westfalen
4427602,Sparkasse Gütersloh-Rietberg-Versmold,Nordrhein-Westfalen
4395037,Sparkasse Hameln-Weserbergland,Niedersachsen
4278181,Sparkasse Hamm,Nordrhein-Westfalen
4278184,Sparkasse Hanau,Hessen
4395293,Sparkasse Hanauerland,Hessen
4209452,Sparkasse Hannover,Niedersachsen
4252289,Sparkasse Harburg-Buxtehude,Niedersachsen
4403674,Sparkasse Hattingen,Nordrhein-Westfalen
4427139,Sparkasse Hegau-Bodensee,Baden-Württemberg
4431457,Sparkasse Heidelberg,Baden-Württemberg
4567100,Sparkasse Hellweg-Lippe,Nordrhein-Westfalen
4399977,Sparkasse Hennstedt-Wesselburen,Schleswig-Holstein
4245477,Sparkasse Herford,Nordrhein-Westfalen
4427058,Sparkasse Hilden Ratingen Velbert,Nordrhein-Westfalen
4400789,Sparkasse Hildesheim Goslar Peine,Niedersachsen
4427059,Sparkasse Hochfranken,Bayern
4394436,Sparkasse Hochrhein,Baden-Württemberg
4537826,Sparkasse Hochsauerland,Nordrhein-Westfalen
4403619,Sparkasse Hochschwarzwald,Baden-Württemberg
4394910,Sparkasse Hohenlohekreis,Baden-Württemberg
4428507,Sparkasse Hohenwestedt,Schleswig-Holstein
4387842,Sparkasse Holstein,Schleswig-Holstein
4567101,Sparkasse im Landkreis Cham,Bayern
4562533,Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim,Bayern
4559194,Sparkasse Im Landkreis Schwandorf,Bayern
4427055,Sparkasse Ingolstadt Eichstätt,Bayern
4413662,Sparkasse Jena-Saale-Holzland,Thüringen
4567250,Sparkasse Jerichower Land,Sachsen-Anhalt
4400089,Sparkasse Kaiserslautern,Rheinland-Pfalz
4387113,Sparkasse Karlsruhe,Baden-Württemberg
4569769,Sparkasse Kierspe-Meinerzhagen,Nordrhein-Westfalen
4567198,Sparkasse Kinzigtal,Baden-Württemberg
4167415,Sparkasse KölnBonn,Nordrhein-Westfalen
4401024,Sparkasse Kraichgau Bruchsal-Bretten-Sinsheim,Baden-Württemberg
4245478,Sparkasse Krefeld,Nordrhein-Westfalen
4394520,Sparkasse Kulmbach-Kronach,Bayern
4394933,Sparkasse Landsberg-Dießen,Bayern
4427060,Sparkasse Landshut,Bayern
4394328,Sparkasse Langen - Seligenstadt,Nordrhein-Westfalen
4412471,Sparkasse Laubach-Hungen,Hessen
4258084,Sparkasse LeerWittmund,Niedersachsen
4427137,Sparkasse Lemgo,Nordrhein-Westfalen
4399782,Sparkasse Leverkusen,Nordrhein-Westfalen
4395303,Sparkasse Lippstadt,Nordrhein-Westfalen
4537822,Sparkasse Lörrach-Rheinfelden,Baden-Württemberg
4402398,Sparkasse Lüdenscheid - Zweckverbandssparkasse im Märkischen Kreis -,Nordrhein-Westfalen
4252290,Sparkasse Lüneburg,Niedersachsen
4394581,Sparkasse MagdeBurg,Sachsen-Anhalt
4387731,Sparkasse Mainfranken Würzburg,Bayern
4394576,Sparkasse Mainz,Rheinland-Pfalz
4404973,Sparkasse Mansfeld-Südharz,Sachsen-Anhalt
4399778,Sparkasse Marburg-Biedenkopf,Hessen
4400566,Sparkasse Markgräflerland,Baden-Württemberg
4559188,Sparkasse Märkisches Sauerland Hemer - Menden,Nordrhein-Westfalen
4438418,Sparkasse Mecklenburg-Nordwest,Mecklenburg-Vorpommern
4394790,Sparkasse Mecklenburg-Schwerin,Mecklenburg-Vorpommern
4401512,Sparkasse Mecklenburg-Strelitz,Mecklenburg-Vorpommern
4394477,Sparkasse Meißen,Sachsen
4395004,Sparkasse Merzig-Wadern,Saarland
4394472,Sparkasse Minden-Lübbecke Zweckverbandssparkasse des Kreises Minden-Lübbecke und der Städte Minden u,Nordrhein-Westfalen
4394338,Sparkasse Mittelfranken-Süd,Bayern
4383043,Sparkasse Mittelholstein AG,Schleswig-Holstein
4400678,Sparkasse Mittelmosel - Eifel Mosel Hunsrück,Rheinland-Pfalz
4423951,Sparkasse Mittelsachsen,Sachsen
4400778,Sparkasse Mittelthüringen,Thüringen
4567203,Sparkasse Mitten im Sauerland,Nordrhein-Westfalen
4569800,Sparkasse Mitten im Sauerland,Nordrhein-Westfalen
4398937,Sparkasse Muldental,Sachsen
4427140,Sparkasse Mülheim an der Ruhr,Rheinland-Pfalz
4245480,Sparkasse Münsterland Ost,Nordrhein-Westfalen
4537823,Sparkasse Neckartal-Odenwald,Baden-Württemberg
4399945,Sparkasse Neu-Ulm - Illertissen,Mecklenburg-Vorpommern
4405067,Sparkasse Neubrandenburg-Demmin,Mecklenburg-Vorpommern
4567231,Sparkasse Neuburg-Rain,Bayern
4402338,Sparkasse Neumarkt I.D. Opf. - Parsberg,Bayern
4394939,Sparkasse Neunkirchen,Saarland
4387116,Sparkasse Neuss,Nordrhein-Westfalen
4402319,Sparkasse Neuwied,Rheinland-Pfalz
4387729,Sparkasse Niederbayern-Mitte,Bayern
4567077,Sparkasse Niederlausitz,Brandenburg
4403518,Sparkasse Nienburg,Niedersachsen
4245481,Sparkasse Nürnberg,Bayern
4387736,Sparkasse Oberhessen,Hessen
4537827,Sparkasse Oberland,Bayern
4427136,Sparkasse Oberlausitz-Niederschlesien,Sachsen
4567093,Sparkasse Oberpfalz Nord,Bayern
4413636,Sparkasse Odenwaldkreis,Hessen
4562408,Sparkasse Oder-Spree,Brandenburg
4836302,Sparkasse Offenburg/Ortenau,Baden-Württemberg
4399260,Sparkasse Olpe-Drolshagen-Wenden,Nordrhein-Westfalen
4387839,Sparkasse Osnabrück,Niedersachsen
4398588,Sparkasse Osterode am Harz,Niedersachsen
4398519,Sparkasse Ostprignitz-Ruppin,Brandenburg
4404983,Sparkasse Ostunterfranken,Bayern
4399795,Sparkasse Paderborn-Detmold-Höxter,Nordrhein-Westfalen
4428234,Sparkasse Paderborn-Detmold-Höxter,Nordrhein-Westfalen
4399482,Sparkasse Parchim - Lübz,Mecklenburg-Vorpommern
4427138,Sparkasse Passau,Bayern
4567202,Sparkasse Pfaffenhofen,Bayern
4242258,Sparkasse Pforzheim Calw,Baden-Württemberg
4399846,Sparkasse Pfullendorf-Meßkirch,Baden-Württemberg
4567271,Sparkasse Prignitz,Brandenburg
4567431,Sparkasse Radevormwald-Hückeswagen,Nordrhein-Westfalen
4403519,Sparkasse Rastatt-Gernsbach,Baden-Württemberg
4404980,Sparkasse Regen-Viechtach,Bayern
4407448,Sparkasse Regensburg,Bayern
4407450,Sparkasse Rhein Neckar Nord,Nordrhein-Westfalen
4394320,Sparkasse Rhein-Haardt,Nordrhein-Westfalen
4567102,Sparkasse Rhein-Maas,Nordrhein-Westfalen
4387088,Sparkasse Rhein-Nahe,Nordrhein-Westfalen
4402516,Sparkasse Rietberg,Nordrhein-Westfalen
4400640,Sparkasse Rosenheim-Bad Aibling,Bayern
4538000,Sparkasse Rotenburg Osterholz,Niedersachsen
4573167,Sparkasse Rottal-Inn,Bayern
4242259,Sparkasse Saarbrücken,Saarland
4383032,Sparkasse Salem-Heiligenberg,Baden-Württemberg
4427151,Sparkasse Schaumburg,Niedersachsen
4400456,Sparkasse Scheeßel -Zweckverbandssparkasse,Niedersachsen
4570000,Sparkasse Schönau-Todtnau,Baden-Württemberg
4394314,Sparkasse Schwaben-Bodensee,Bayern
4414697,Sparkasse Schwäbisch Hall - Crailsheim,Baden-Württemberg
4427063,Sparkasse Schwarzwald-Baar,Baden-Württemberg
4538183,Sparkasse Schweinfurt-Haßberge,Bayern
4569778,Sparkasse Schwelm-Sprockhövel,Nordrhein-Westfalen
4427062,Sparkasse Siegen,Nordrhein-Westfalen
4399658,Sparkasse Sonneberg,Thüringen
4394448,Sparkasse Spree-Neiße,Brandenburg
4405390,Sparkasse St. Blasien,Baden-Württemberg
4402351,Sparkasse Stade-Altes Land,Niedersachsen
4404962,Sparkasse Starkenburg,Hessen
4567189,Sparkasse Staufen - Breisach,Baden-Württemberg
4401519,Sparkasse Stockach,Baden-Württemberg
4209493,Sparkasse Südholstein,Schleswig-Holstein
4399806,Sparkasse Südpfalz,Rheinland-Pfalz
4394610,Sparkasse Südwestpfalz,Rheinland-Pfalz
4399797,Sparkasse Tauberfranken,Baden-Württemberg
4400785,Sparkasse Trier,Rheinland-Pfalz
4399120,Sparkasse Uckermark,Brandenburg
4401205,Sparkasse Uecker-Randow,Mecklenburg-Vorpommern
4538082,Sparkasse Uelzen/Lüchow-Dannenberg,Niedersachsen
4278174,Sparkasse Ulm,Baden-Württemberg
4403467,Sparkasse UnnaKamen,Nordrhein-Westfalen
4413699,Sparkasse Unstrut-Hainich,Sachsen-Anhalt
4387840,Sparkasse Vest Recklinghausen,Nordrhein-Westfalen
4258528,Sparkasse Vogtland,Sachsen
4399929,Sparkasse Vorderpfalz,Rheinland-Pfalz
4427142,Sparkasse Vorpommern,Mecklenburg-Vorpommern
4383042,Sparkasse Waldeck-Frankenberg,Hessen
4403821,Sparkasse Werl (Zweckverbandssparkasse der Stadt Werl und der Gemeinden Wickede),Nordrhein-Westfalen
4394912,Sparkasse Werra-Meißner,Hessen
4394995,Sparkasse Westerwald-Sieg,Rheinland-Pfalz
4427064,Sparkasse Westholstein,Schleswig-Holstein
4431461,Sparkasse Westmünsterland,Nordrhein-Westfalen
4399940,Sparkasse Wetzlar,Hessen
4538210,Sparkasse Wiesental,Baden-Württemberg
4394753,Sparkasse Witten,Nordrhein-Westfalen
4548594,Sparkasse Wittenberg,Sachsen-Anhalt
4559191,Sparkasse Wittgenstein,Nordrhein-Westfalen
4569936,Sparkasse Wolfach,Baden-Württemberg
4384481,Sparkasse Zollernalb,Baden-Württemberg
4399922,Sparkasse zu Lübeck Aktiengesellschaft,Schleswig-Holstein
4394445,Sparkasse Zwickau,Sachsen
4391039,Stadt- und Kreis-Sparkasse Darmstadt,Hessen
4427053,Stadt- und Kreissparkasse Erlangen Höchstadt Herzogenaurach,Bayern
4245479,Stadt- und Kreissparkasse Leipzig,Sachsen
4569784,Stadt- und Kreissparkasse Moosburg a. d. Isar,Bayern
4403977,Stadt- und Kreissparkasse Rothenburg ob der Tauber,Bayern
4567279,Stadt-Sparkasse Haan (Rheinl.),Nordrhein-Westfalen
4395193,Stadt-Sparkasse Langenfeld (Rhld.),Nordrhein-Westfalen
4394512,Stadt-Sparkasse Solingen,Nordrhein-Westfalen
4395167,Städtische Sparkasse Offenbach a. M.,Hessen
4387844,Stadtsparkasse Augsburg,Bayern
4403955,Stadtsparkasse Bad Honnef,Nordrhein-Westfalen
4401722,Stadtsparkasse Bad Pyrmont,Niedersachsen
4578809,Stadtsparkasse Bad Sachsa,Niedersachsen
4569997,Stadtsparkasse Barsinghausen,Niedersachsen
4428260,Stadtsparkasse Blomberg/Lippe,Nordrhein-Westfalen
4403612,Stadtsparkasse Bocholt,Nordrhein-Westfalen
4412477,Stadtsparkasse Borken,Nordrhein-Westfalen
4403346,Stadtsparkasse Bottrop,Nordrhein-Westfalen
4569961,Stadtsparkasse Burgdorf,Niedersachsen
4567210,Stadtsparkasse Cuxhaven,Niedersachsen
4399215,Stadtsparkasse Dessau,Sachsen-Anhalt
4245482,Stadtsparkasse Düsseldorf,Nordrhein-Westfalen
4567209,Stadtsparkasse Emmerich-Rees,Nordrhein-Westfalen
4413639,Stadtsparkasse Felsberg,Hessen
4570002,Stadtsparkasse Freudenberg,Nordrhein-Westfalen
4559187,Stadtsparkasse Gladbeck,Nordrhein-Westfalen
4413640,Stadtsparkasse Grebenstein,Hessen
4427504,Stadtsparkasse Haltern am See,Nordrhein-Westfalen
4399124,Stadtsparkasse Hameln,Niedersachsen
4569991,Stadtsparkasse Herdecke,Nordrhein-Westfalen
4570003,Stadtsparkasse Hilchenbach,Nordrhein-Westfalen
4405083,Stadtsparkasse Kaiserslautern,Rheinland-Pfalz
4569943,Stadtsparkasse Lengerich (Westfalen),Nordrhein-Westfalen
4414685,Stadtsparkasse Mönchengladbach,Nordrhein-Westfalen
4242260,Stadtsparkasse München,Bayern
4427141,Stadtsparkasse Oberhausen,Nordrhein-Westfalen
4559169,Stadtsparkasse Porta Westfalica,Nordrhein-Westfalen
4569998,Stadtsparkasse Rahden,Nordrhein-Westfalen
4395030,Stadtsparkasse Remscheid,Nordrhein-Westfalen
4404982,Stadtsparkasse Rheine,Nordrhein-Westfalen
4569962,Stadtsparkasse Schmallenberg,Nordrhein-Westfalen
4404106,Stadtsparkasse Schwedt,Brandenburg
4399485,Stadtsparkasse Schwerte,Nordrhein-Westfalen
4569973,Stadtsparkasse Sprockhövel,Nordrhein-Westfalen
4569996,Stadtsparkasse Völklingen,Saarland
4401830,Stadtsparkasse Wedel,Schleswig-Holstein
4567432,Stadtsparkasse Wermelskirchen,Nordrhein-Westfalen
4567278,Stadtsparkasse Werne,Nordrhein-Westfalen
4401756,Stadtsparkasse Wetter (Ruhr),Hessen
4569955,Stadtsparkasse Wunstorf,Niedersachsen
4388232,Stadtsparkasse Wuppertal,Nordrhein-Westfalen
4377775,start:bausparkasse AG,Niedersachsen
4564245,Sylter Bank eG,Schleswig-Holstein
4391000,Taunus Sparkasse,Hessen
4569816,Unsere Volksbank eG St. Wendeler Land,Saarland
4569822,Verbandssparkasse Goch - Zweckverbandssparkasse der Städte Goch und Kevelaer und der Gemeinde Weeze,Nordrhein-Westfalen
4390996,VerbundVolksbank OWL eG,Nordrhein-Westfalen
4401893,Vereinigte Genossenschafts- und Raiffeisenbank Westpfalz eG,Rheinland-Pfalz
4403909,Vereinigte Raiffeisenbanken GrÄFenberg-Forchheim-Eschenau-Heroldsberg Eg,Bayern
4383045,Vereinigte Sparkasse im Märkischen Kreis,Nordrhein-Westfalen
4138879,Vereinigte Sparkassen Eschenbach i.d.OPf. Neustadt a.d.Waldnaab Vohenstrauß,Bayern
4567266,Vereinigte Sparkassen Gunzenhausen,Bayern
4403816,Vereinigte Volksbank eG Dillingen * Dudweiler * Sulzbach/Saar,Saarland
4405973,Vereinigte Volksbank eG Ganderkesee - Hude - Bookholzberg - Lemwerder,Niedersachsen
4400473,Vereinigte Volksbank eG Limburg,Hessen
4401876,"Vereinigte Volksbank eG, Wernigerode",Sachsen-Anhalt
4402328,Vereinigte Volksbank Maingau eG,Hessen
4403725,Vereinigte Volksbank Raiffeisenbank eG,Baden-Württemberg
4401404,Vereinte Volksbank eG,Nordrhein-Westfalen
4580263,Volks- und Raiffeisenbank eG Leinebergland,Niedersachsen
4628717,Volks- und Raiffeisenbank Eisleben eG,Sachsen-Anhalt
4628718,Volks- und Raiffeisenbank Fürstenwalde Seelow Wriezen eG,Brandenburg
4569840,Volks- und Raiffeisenbank Prignitz eG,Brandenburg
4576251,Volks- und Raiffeisenbank Saale-Unstrut eG,Sachsen-Anhalt
4402451,Volks- und Raiffeisenbank Saarpfalz eG,Saarland
4628719,Volks- und Raiffeisenbank Zeitz eG,Sachsen-Anhalt
4405981,Volksbank - Raiffeisenbank Vilshofen eG,Bayern
4405119,Volksbank Achern eG,Baden-Württemberg
4548658,Volksbank Allgäu-West eG,Bayern
4396726,Volksbank Alzey-Worms eG,Rheinland-Pfalz
4401313,Volksbank am Württemberg eG,Baden-Württemberg
4398849,Volksbank am Württemberg eG,Baden-Württemberg
4394682,Volksbank an der Niers eG,Nordrhein-Westfalen
4428827,Volksbank Anröchte eG,Niedersachsen
4580533,Volksbank Aschaffenburg eG,Bayern
4580521,Volksbank Ascheberg-Herbern eG,Niedersachsen
4429605,Volksbank Bad Münder eG,Niedersachsen
4394728,Volksbank Bad Oeynhausen-Herford eG,Niedersachsen
4400063,Volksbank Bad Salzuflen eG,Niedersachsen
4394822,Volksbank Baden-Baden Rastatt eG,Baden-Württemberg
4580278,Volksbank Baiersbronn Murgtal eG,Baden-Württemberg
4579584,Volksbank Bakum eG,Niedersachsen
4401526,Volksbank Balingen eG,Baden-Württemberg
4402602,Volksbank Baumberge eG,Niedersachsen
4401053,Volksbank Beckum-Lippstadt eG,Nordrhein-Westfalen
4402600,Volksbank Beilstein-Ilsfeld-Abstatt eG,Baden-Württemberg
4403983,Volksbank Berg eG,Nordrhein-Westfalen
4403306,Volksbank Bigge-Lenne eG,Niedersachsen
4548677,Volksbank Bitburg eG,Rheinland-Pfalz
4580298,Volksbank Blaubeuren eG,Baden-Württemberg
4399798,Volksbank Bodensee-Oberschwaben eG,Baden-Württemberg
4576238,Volksbank Bodensee-Oberschwaben eG,Baden-Württemberg
4605757,Volksbank Bookholzberg-Lemwerder eG,Niedersachsen
4628722,Volksbank Börßum-Hornburg eG,Niedersachsen
4429800,Volksbank BÖSel E.G.,Niedersachsen
4569806,Volksbank Brackenheim-Güglingen eG,Baden-Württemberg
4401836,Volksbank Bramgau-Wittlage eG,Niedersachsen
4628725,Volksbank Braunlage eG,Niedersachsen
4394544,Volksbank BRAWO eG,Niedersachsen
4395252,Volksbank Breisgau Nord eG,Baden-Württemberg
4427595,Volksbank Bremen-Nord eG,Bremen
4574617,Volksbank Brenztal eG,Baden-Württemberg
4407428,Volksbank Bruhrain-Kraich-Hardt eG,Baden-Württemberg
4403731,Volksbank Bühl eG,Baden-Württemberg
4559142,Volksbank Butzbach eG,Hessen
4605758,Volksbank Clenze-Hitzacker eG,Niedersachsen
4400348,Volksbank Darmstadt - Südhessen eG,Hessen
4580297,Volksbank Deisslingen eG,Baden-Württemberg
4577819,Volksbank Delbrück-Hövelhof eG,Nordrhein-Westfalen
4402520,Volksbank Delbrück-Rietberg eG,Nordrhein-Westfalen
4428632,Volksbank Delitzsch eG,Niedersachsen
4428334,Volksbank Dessau-Anhalt eG,Sachsen-Anhalt
4628727,Volksbank Diepholz-Barnstorf eG,Niedersachsen
4399918,Volksbank Dill eG,Hessen
4428786,Volksbank Dinslaken eG,Nordrhein-Westfalen
4402601,Volksbank Dortmund-Nordwest eG,Nordrhein-Westfalen
4403617,Volksbank Dreiländereck eG,Baden-Württemberg
4403789,Volksbank Dresden-Bautzen eG,Sachsen
4580529,Volksbank Dünnwald-Holweide eG,Niedersachsen
4580282,Volksbank Düren eG,Nordrhein-Westfalen
4406062,Volksbank Düsseldorf Neuss eG,Nordrhein-Westfalen
4401964,Volksbank Düte-Ems eG,Niedersachsen
4567238,Volksbank eG,Niedersachsen
4395380,Volksbank eG,Niedersachsen
4628742,Volksbank eG Delmenhorst Schierbrok,Niedersachsen
4428916,Volksbank eG Emstek Essen Cappeln,Niedersachsen
4399196,Volksbank eG Mosbach,Baden-Württemberg
4576158,Volksbank eG Oldenburg-Land Delmenhorst,Niedersachsen
4427134,Volksbank eG-Die Gestalterbank,Baden-Württemberg
4628731,"Volksbank eG, Ahlerstedt",Niedersachsen
4580535,"Volksbank eG, Eppertshausen",Hessen
4405962,"Volksbank eG, Steyerberg",Niedersachsen
4428642,Volksbank Eisenberg eG,Niedersachsen
4628770,Volksbank Elsen-Wewer-Borchen eG,Niedersachsen
4580295,Volksbank Elsterland eG,Brandenburg
4567435,Volksbank Emmerich-Rees eG,Nordrhein-Westfalen
4605760,Volksbank Enniger-Ostenfelde-Westkirchen eG,Niedersachsen
4398614,Volksbank Erft eG,Nordrhein-Westfalen
4567280,Volksbank Erkelenz eG,Nordrhein-Westfalen
4580287,Volksbank Esens eG,Niedersachsen
4403285,Volksbank Esslingen eG,Baden-Württemberg
4399219,Volksbank Ettlingen eG,Baden-Württemberg
4576164,Volksbank Eutin Raiffeisenbank eG,Schleswig-Holstein
4618855,Volksbank Feldatal eG,Hessen
4399657,Volksbank Filder eG,Baden-Württemberg
4567248,Volksbank Franken eG,Bayern
4393630,Volksbank Freiburg eG,Baden-Württemberg
4606967,Volksbank Gebhardshain eG,Niedersachsen
4628779,Volksbank Geeste-Nord eG,Niedersachsen
4605761,Volksbank Gemen eG,Nordrhein-Westfalen
4628781,Volksbank Gescher eG,Nordrhein-Westfalen
4402044,Volksbank Glan-Münchweiler eG,Rheinland-Pfalz
4399363,Volksbank Göttingen eG,Niedersachsen
4576332,Volksbank Griesheim eG,Hessen
4394906,Volksbank Gronau-Ahaus eG,Nordrhein-Westfalen
4403353,Volksbank Hameln-Stadthagen eG,Niedersachsen
4548632,Volksbank Hamm/Sieg eG,Nordrhein-Westfalen
4628789,Volksbank Hankensbüttel-Wahrenholz eG,Niedersachsen
4580280,Volksbank Haselünne eG,Niedersachsen
4580283,Volksbank Heiden eG,Nordrhein-Westfalen
4577769,Volksbank Heiligenstadt eG,Niedersachsen
4398921,Volksbank Heinsberg eG,Nordrhein-Westfalen
4428898,Volksbank Heinsberg eG,Nordrhein-Westfalen
4399732,Volksbank Hellweg eG,Nordrhein-Westfalen
4399749,Volksbank Helmstedt eG,Niedersachsen
4576348,Volksbank Herborn-Eschenburg eG,Niedersachsen
4580528,Volksbank Heuberg eG,Niedersachsen
